Page_Visits,Time_Spent,Demo_Requested,Trial_Signups,Emails_Clicked,Webinar_Attendance,Feature_Usage,Support_Interactions,Industry_Score,Company_Size,Revenue_Potential,Account_Creation_Days,Bounce_Rate,Device_Type,Referrals,Login_Frequency,Days_Active,Onboarding_Completion,Guided_Tour_Completion,Integration_Attempts,Content_Engagement,Customizations_Made
19,12,1,1,0,0,4,1,3.4157038703156797,36,257096.08939511175,95,45.94833010501653,1,2,16,1,1,1,2,0,8
8,83,1,1,1,0,18,0,3.3850687942547286,442,479454.9781497657,17,99.17788783346931,1,10,20,8,0,1,2,12,4
48,31,1,0,8,0,20,9,0.07091812774370987,204,367277.70128070924,137,22.688591480294484,2,9,24,22,1,1,4,2,9
45,178,0,0,2,0,11,1,6.8025068833037405,422,913814.5226249442,97,31.083010102749466,1,1,6,8,0,0,1,20,9
1,54,1,1,5,1,14,5,8.254398957486288,267,368295.46765570954,162,98.4240716801649,2,5,23,24,0,0,3,5,3
22,203,0,1,4,0,18,7,1.4660830036000316,268,373444.59114543546,173,83.1758140802247,2,7,25,11,0,1,5,18,10
17,185,0,1,10,0,16,2,1.5966634936715074,170,383534.512433977,9,46.97992206785327,2,6,6,14,0,0,5,14,7
7,28,0,0,1,0,3,10,7.900832499714378,498,836620.2103676581,135,55.459688554598976,1,10,3,24,0,0,5,3,4
25,50,1,1,6,1,15,8,6.162907483541447,39,650788.3208469019,144,84.31779206528405,1,0,15,10,1,1,3,20,6
45,19,1,0,3,1,4,8,0.4486055762771701,455,614168.8503188926,19,48.098024604632805,1,3,29,15,0,0,1,2,2
4,157,0,1,0,1,5,1,6.225469904622817,139,334143.0223838622,134,20.60237235820843,2,2,3,7,1,1,0,3,7
36,226,1,1,3,0,17,7,3.0891772284376606,292,817904.1768324394,114,82.84445385543854,1,5,11,7,0,0,1,4,7
6,210,1,1,5,1,7,9,3.6872515547084594,52,38363.861355701134,139,53.77724912756434,1,8,3,10,1,1,2,17,2
31,277,1,0,6,1,16,10,7.697314182968801,287,870797.1723381132,125,15.304259716382129,1,8,28,4,0,0,2,9,8
19,240,1,0,6,1,14,4,8.109351926726106,289,512749.8997939296,61,50.558583118439756,1,6,10,25,1,0,1,7,7
44,232,0,1,6,0,16,3,4.003566268398306,141,398250.2348634128,42,41.32033805968588,2,8,18,28,0,0,1,11,0
39,13,0,0,2,1,7,9,9.471529360063547,146,497167.2807176857,13,87.6842531881758,1,7,1,18,0,0,3,2,7
27,170,1,1,5,0,9,4,4.0646271795207225,425,667415.5305338311,140,12.605543136070342,2,4,16,27,1,1,3,17,10
10,218,0,0,7,0,4,3,7.718360352301099,314,12765.42651789736,85,87.52098044480256,2,8,16,25,1,0,4,7,3
26,121,1,0,3,1,11,7,4.838772645642591,184,871551.8564582478,20,51.22110168102847,2,6,27,10,1,1,5,0,5
19,76,1,0,7,0,2,3,8.97532326522084,152,446739.52531139285,50,40.436442998114764,2,4,10,19,1,1,4,13,9
39,68,0,1,1,1,12,9,9.077612436501786,201,342966.5197000782,164,16.196718440294035,1,7,1,14,1,0,5,12,8
3,209,0,0,9,0,12,5,0.8741680787108386,128,138245.5656340571,92,70.08179626386793,1,6,4,13,1,0,2,11,4
45,213,0,0,8,1,4,1,9.364933313102258,287,439465.37435844215,88,92.68067091100404,1,8,3,15,0,1,4,2,6
13,76,1,1,8,1,18,4,8.255348415204157,311,496322.77128437883,69,37.53773538993198,2,9,5,16,0,0,4,17,0
50,281,0,1,7,1,7,5,7.913107143126669,253,403646.6944934778,37,24.158500067083345,1,0,12,2,0,1,0,20,8
28,278,1,1,9,0,1,4,2.0091133968552244,489,678660.0938268971,140,55.4866916999157,2,8,25,29,1,0,1,12,5
20,99,0,1,9,1,13,1,8.05119208754665,266,420896.528759226,99,79.61859484338703,1,6,12,4,1,1,3,14,10
28,170,0,0,0,0,6,6,8.501327346850369,188,961417.5778465733,125,0.37676945505330517,1,0,13,21,1,0,4,9,3
8,36,1,0,1,1,6,3,2.8915033445415093,386,599277.5178235918,168,63.13774363954292,1,0,24,18,0,0,3,0,5
41,15,1,0,5,0,12,7,9.522600783623238,230,807477.935651909,54,59.651600069863086,2,4,12,29,1,1,5,5,4
39,221,1,0,9,0,8,6,0.4986014639916425,271,109355.90310947885,130,31.815218580416005,1,7,25,17,0,1,4,8,2
1,293,1,0,4,1,19,6,1.4990925324713966,259,397291.2929459057,178,45.14230036049703,2,8,16,10,1,1,5,9,6
3,106,1,1,8,1,5,8,5.3758113805151435,299,336847.7014471527,41,24.696322416182092,2,5,13,27,1,0,4,14,2
13,271,1,0,4,1,18,0,5.757924711223097,415,569482.3881365918,45,78.98857379518428,2,9,5,21,1,0,2,8,1
28,218,1,0,1,1,5,9,6.4515008330090335,198,861113.5200614256,103,63.45349333661077,1,7,24,9,0,0,0,13,3
49,183,1,0,9,1,10,5,0.16969129315466458,323,78338.21776200666,106,53.27116220389853,1,5,4,15,1,0,5,10,6
25,92,0,1,3,0,1,5,9.603667746221303,56,72574.79804471078,137,39.25261984178272,2,10,21,28,0,1,1,6,4
33,45,1,1,8,1,10,5,0.4458809273414399,319,850317.7081575989,128,29.138438602073215,2,5,15,12,1,1,1,1,8
38,80,1,0,0,1,5,5,1.4306195272340239,203,212850.08603835743,86,82.27364860434314,2,3,12,21,1,0,2,13,9
6,50,0,1,10,0,12,9,0.1401451752605698,271,668753.2544498137,47,45.1407670433569,2,10,19,28,1,0,2,5,6
44,164,1,1,0,1,7,6,5.668584332940947,109,542878.1323608052,5,50.144741984167275,2,4,21,27,1,0,1,4,8
45,84,0,1,6,1,9,9,9.322668839209722,116,832893.5948872295,1,52.08287305407416,1,1,28,26,0,1,5,4,8
32,90,0,1,10,0,12,5,6.659471660804642,92,125088.90983640353,44,44.836693543157644,1,2,19,9,1,1,1,18,1
45,96,1,1,2,1,1,0,8.226574684804273,138,129782.96572261128,150,25.608842623842378,1,2,21,14,0,0,0,18,0
47,152,0,1,9,1,11,2,0.13281203458580082,422,556818.3602783076,38,12.034044024305201,2,10,11,13,1,1,4,5,10
21,165,1,1,1,1,15,1,5.4201529847972605,303,946378.6533583709,19,9.85372671677407,2,4,30,28,1,0,0,9,3
16,206,0,0,8,0,2,5,4.595629775055219,57,414997.75837075425,159,75.74625233406887,1,4,21,26,1,0,1,13,3
21,246,0,0,2,1,20,7,4.9896794422079305,50,326942.10025469493,115,22.352782230151135,1,5,6,6,0,1,4,16,1
11,6,0,1,1,0,7,2,0.7221318533518795,498,606689.3231978858,87,5.567281495397558,2,4,9,19,1,1,1,2,2
37,229,1,0,7,1,12,9,6.844353610693075,71,930448.6005450311,170,79.7517406695886,2,5,1,4,0,1,0,0,2
36,293,1,0,9,0,18,7,5.032204148586344,399,836927.8328446237,123,15.406165286064798,2,7,12,20,0,1,0,9,4
35,237,0,1,5,1,3,7,7.65148849861264,402,995483.6107332199,82,62.5146091733354,1,1,26,17,1,0,5,2,0
19,81,0,0,5,0,7,4,4.852906340617153,82,22568.58320237709,154,33.86432714478632,2,3,14,19,0,1,5,4,8
20,120,1,1,9,0,11,7,1.4938163622643208,372,112858.14471276224,141,12.648025669130947,2,5,6,3,1,1,0,18,7
18,158,1,1,10,0,18,5,6.48256954077822,105,609467.763366622,58,41.44809792543599,2,4,1,29,0,1,4,9,7
47,107,0,1,6,0,12,4,1.7238636210516622,88,820576.4393338497,146,1.480886113262514,1,0,22,14,0,1,5,15,2
41,198,0,0,6,0,6,8,8.72394563354815,2,285244.34230676654,67,84.10449825125603,2,8,2,17,0,0,5,0,1
49,170,1,0,10,0,5,6,6.131162390692415,360,239211.08803421876,122,51.34979613418572,1,2,24,13,0,0,3,5,0
14,94,1,0,5,1,1,7,1.5720388355695425,84,786975.7993812009,87,13.916001090796183,2,1,11,9,1,1,3,8,5
15,178,1,0,3,1,12,0,9.623380574812067,482,56381.85385323158,131,23.69803183889847,2,8,3,27,0,1,5,4,9
31,126,1,1,10,0,11,10,5.183654633353206,43,369382.6475825851,55,44.79751921385267,1,6,10,1,1,0,1,13,0
1,147,1,1,8,0,4,1,0.72898451871655,154,505809.2225923297,89,18.886938281554865,2,4,30,25,0,0,4,9,10
3,110,0,0,5,0,18,7,6.268329044150672,327,560348.6743503234,58,26.85991615010859,1,5,6,17,1,1,2,1,4
16,127,1,1,3,0,4,8,2.5319890701281023,422,728615.1567927769,63,53.438556423526315,2,10,6,16,1,0,5,4,8
23,13,0,1,2,1,17,3,8.036934518773025,94,354845.7234306582,91,83.26090130383855,1,3,20,18,0,0,3,0,10
11,266,1,0,3,0,2,9,8.178220735661906,298,612684.3446746072,52,40.18396856899208,2,0,21,2,0,0,4,9,8
12,77,0,1,2,1,2,10,9.789473558546618,133,585375.4227909563,126,71.69752735535482,1,3,2,14,1,0,4,8,3
10,227,1,0,1,1,12,9,5.018695310245037,395,547616.1006537471,24,87.66842134606485,1,8,26,22,0,1,3,2,6
32,45,1,1,4,0,6,8,4.549568797277371,65,640483.2931422122,72,21.6300940296162,2,0,26,23,0,0,4,14,10
16,208,0,0,1,0,10,3,7.534756054464806,290,259449.1710680763,9,80.719197040216,1,9,24,27,0,0,4,3,6
8,268,0,1,5,1,16,9,1.3247065634192656,376,84648.75358462898,110,75.74021983310274,2,2,10,17,0,1,3,12,3
38,182,1,1,2,1,14,9,5.469155137931242,257,119271.67203974343,165,35.6937297948135,1,4,23,3,0,1,0,5,4
12,88,1,0,5,0,7,9,5.462476001308509,467,224582.38265390106,94,98.95199595008671,2,6,26,2,0,1,5,19,10
24,115,1,0,10,0,19,8,0.8947312281038722,386,500197.93552278524,117,26.257237143595702,2,8,6,8,0,0,1,16,8
28,255,1,0,9,0,17,10,4.179840855069136,213,840442.7505460201,83,25.480326603169555,2,5,23,25,0,1,2,4,6
8,11,1,0,8,1,9,6,8.532847985672019,148,701293.3420883841,80,77.22591646531978,2,2,28,29,0,0,1,14,6
28,88,0,1,0,1,13,1,8.561536219946603,61,789040.6042020471,152,43.46573180510842,1,6,17,2,1,1,0,7,9
36,212,0,1,5,0,5,8,0.99237664919681,471,350975.62392609136,149,33.079499478104324,2,3,30,2,0,0,0,4,6
26,26,1,0,8,1,5,3,0.9072088274783086,149,404653.74164855015,100,17.866280533910295,2,2,14,26,0,1,4,12,8
8,7,0,1,10,1,10,7,2.6269547700193527,88,393681.88599061285,40,76.5332430934544,2,6,5,9,0,1,1,0,4
50,131,0,0,3,0,10,6,8.747660625539934,324,191873.18440450152,103,78.6321806136077,2,10,23,30,0,0,0,0,5
28,192,0,0,10,0,7,6,1.2890258507349894,383,61216.65814357202,62,56.65640032301405,2,10,17,20,0,1,1,6,2
28,18,1,1,1,1,15,7,7.199968026274463,396,590916.0928272267,69,95.73136131913729,1,6,2,21,1,1,0,4,0
37,16,0,1,3,1,7,0,1.0116561961310322,278,989216.683420586,142,31.816327042265424,2,3,9,29,1,1,2,13,10
41,91,1,0,0,0,15,4,6.231378537478253,404,166829.70495026282,109,21.96190454793372,1,6,12,27,0,1,0,14,1
36,16,0,0,2,0,3,1,3.5606729911914483,82,46684.81989927375,170,67.74667689344619,1,10,19,25,1,1,1,20,7
27,29,1,0,9,0,19,1,7.88913962965867,129,779531.6818239329,178,75.84086407997047,2,1,22,6,0,0,4,16,0
17,247,0,1,8,0,10,0,2.3369044882536363,286,252586.00668472418,4,22.49059705518224,2,0,7,26,0,0,1,17,9
9,126,1,1,9,0,15,4,6.392018293899598,382,829643.8053529283,72,7.661076426111324,1,1,9,12,1,1,3,6,6
33,151,1,1,4,1,3,1,2.3568253457588497,353,703936.6670345154,17,81.0516486586372,1,3,21,25,1,1,1,17,4
20,59,0,1,10,1,6,3,7.136602831121538,280,945673.5370508046,114,97.65019736460124,1,7,16,9,1,0,2,18,5
13,242,1,0,5,1,12,2,8.736780345607487,270,408927.235756672,85,64.46722860722844,2,2,20,7,1,0,5,19,7
28,177,1,0,2,1,15,2,1.2680179912676004,292,661969.8394506342,57,27.786690014389414,1,9,11,30,1,1,2,6,3
48,225,1,0,4,0,6,1,8.665956885955035,453,464854.7808132707,107,99.66726085527921,1,5,12,12,0,0,2,7,5
29,123,1,0,10,0,13,5,5.9357525441429795,203,630588.6973085435,48,89.32666362670774,2,5,15,26,0,1,0,12,10
13,187,1,0,7,0,19,1,1.2711049086702397,24,449598.9060077373,172,51.338064628029386,1,8,18,25,0,1,2,17,2
46,292,1,0,5,1,3,7,4.27541855359712,444,188632.24642407484,173,82.53212848418337,2,8,19,5,1,1,1,10,6
35,86,1,1,3,1,8,7,1.608602934850979,351,507897.4160033809,117,81.58205232629669,1,3,16,16,0,1,5,8,1
6,215,1,1,1,1,8,4,7.003478888665695,311,528584.2014374423,161,93.47989696734996,2,8,15,5,1,0,4,0,7
18,154,0,0,8,0,20,9,7.588681344179497,461,810603.8482601611,31,84.09238437734601,1,5,5,12,0,0,2,7,6
5,41,0,0,0,1,15,6,1.0579652027279896,208,735520.7057935812,112,64.36792359571645,2,1,11,24,1,0,1,20,7
47,63,1,1,0,0,4,3,5.061398526946443,280,663791.6239414441,47,60.93037189565074,2,9,15,26,1,1,0,11,1
25,135,1,1,3,0,19,0,8.146250560259173,205,113387.09555257253,134,46.735728833161176,1,10,29,20,0,0,0,1,2
2,206,0,1,6,0,3,10,9.361630415509964,152,720616.290663715,108,62.64856399707573,2,5,18,9,0,1,4,14,3
10,247,0,1,0,0,13,1,5.1351786674177005,438,500305.15635451477,72,79.52165865303827,1,1,13,23,0,1,4,20,8
30,39,0,0,8,0,8,9,9.50279223611407,26,894099.5361061592,71,96.90376263025533,2,7,4,7,0,0,1,17,4
50,97,1,0,3,0,16,9,5.356889704560298,194,919870.9341305428,162,46.72873581821201,2,3,17,29,1,1,4,16,5
45,211,0,0,2,1,13,3,3.9419049459990796,336,55156.59060178546,108,57.36532029887571,2,4,4,19,0,1,4,14,0
5,217,1,0,0,0,3,0,8.482031285528954,422,820641.5603544788,53,44.48054950587817,2,7,16,20,1,1,0,19,3
33,163,1,0,9,0,16,7,4.929827104580891,238,37697.390422670614,142,66.8488620983404,2,10,23,23,0,0,1,19,3
1,28,0,1,3,1,9,8,4.719025105645231,321,367169.62569502264,16,62.992050406125955,2,7,15,11,0,1,5,8,9
18,297,1,0,8,0,14,3,4.9031248940982834,497,542299.9756210791,171,1.78337901936233,2,5,14,27,0,0,4,2,7
32,8,1,1,9,1,13,9,8.467850018697455,75,148100.79862712743,116,54.11615591006584,1,3,12,30,0,1,1,19,7
47,224,1,0,5,1,7,2,8.31941541688052,435,746313.8125690768,73,8.848689569901403,1,0,3,21,0,0,2,18,9
49,24,1,0,5,1,15,1,4.035199924402112,163,8354.704172138572,74,2.6383618005538345,2,6,10,12,1,1,0,17,5
11,156,0,0,0,0,7,4,3.33299859870525,299,168599.04843403684,81,79.11971620846982,2,7,8,3,0,0,5,19,7
21,54,0,0,9,0,6,2,4.919280240391293,29,580796.8298534757,12,25.864986215930053,2,8,6,17,1,0,0,7,8
26,181,1,0,1,1,2,9,5.72772509737109,165,714387.5620372924,128,34.065507728729926,1,1,22,7,0,1,0,0,4
25,100,1,1,10,0,9,6,2.3833721062799693,337,916643.1026939162,70,6.408458760406621,2,0,14,22,1,1,3,14,0
22,109,0,1,5,0,17,10,7.939550847155906,186,705496.6519346238,147,17.950026049435063,1,3,17,10,0,1,1,18,0
27,254,1,1,1,1,5,5,4.864827657324229,54,671779.270254866,41,76.56048182577923,2,4,21,23,0,1,2,9,1
49,121,0,0,2,1,12,0,3.340455484199596,295,394341.1463506643,157,49.35308302326209,2,9,19,15,0,0,4,11,1
13,232,1,0,3,0,1,7,1.0682099296399061,42,1284.4255268014138,59,88.06684625501484,2,0,16,30,1,1,2,5,4
33,70,1,1,10,1,10,1,2.388451604036069,412,120159.25873562194,89,39.72421314668352,2,4,15,2,1,0,1,12,6
34,266,0,0,4,1,11,4,9.492811717559837,285,534554.5447560392,24,26.870073575426822,2,5,26,13,0,1,0,3,6
41,299,0,0,8,1,16,8,3.050996868195266,427,675129.8858444197,144,34.759981445865094,1,2,15,28,0,0,3,12,3
35,247,0,1,3,0,14,7,1.6885928936703531,387,417448.28389646247,180,71.27717935169045,2,6,1,4,0,0,1,16,3
1,190,0,0,10,0,8,1,4.606727916549932,500,730679.0115283902,80,55.500567233448606,1,5,24,18,1,0,5,0,10
21,250,1,1,8,0,17,8,3.0708774336024867,138,521862.29533217876,134,90.41912075524279,1,3,23,24,0,1,5,4,9
48,129,0,0,10,1,18,4,0.35159250271194153,187,74176.19559431222,165,60.21687693888833,2,2,23,23,1,1,1,16,2
6,272,1,1,9,0,12,9,3.2314521727941727,490,192016.25096794884,132,49.301820848150314,2,4,12,1,0,0,4,17,10
28,135,0,0,2,1,17,5,5.441086239394686,398,839998.223243943,92,78.57527238867328,2,2,10,2,1,0,2,6,1
17,241,0,0,7,0,14,2,5.5171237201996695,204,724912.7466244395,166,94.75338507334452,1,9,14,2,1,0,2,15,2
5,22,1,1,0,0,16,2,3.565589211768887,431,894761.9870124949,169,35.58459112449705,1,8,10,4,1,0,4,7,7
31,44,0,0,10,1,14,9,4.473027562526006,42,117557.24912093657,92,24.987621016547767,1,8,10,3,0,0,3,11,0
5,25,0,0,8,0,9,7,9.655179182347664,350,990222.5346150739,81,61.621739629413916,2,5,20,17,1,1,0,13,3
38,229,0,1,8,1,4,10,3.7734847723031164,416,209406.7139499336,142,49.887282115388096,1,10,29,28,0,0,0,18,6
3,286,0,0,9,0,11,9,2.58226813259983,288,11779.876286642011,71,98.91855748647835,1,5,11,14,1,1,5,10,4
23,12,1,1,1,0,6,9,2.434670440667601,426,997422.9390535542,179,46.236178414773335,1,3,22,2,0,1,3,11,1
37,104,1,0,3,1,15,1,4.5776461270413416,416,281073.8854451131,65,7.4331551360345856,2,3,16,16,1,1,4,12,0
37,244,0,0,7,1,5,10,7.59520148716944,26,668019.45251256,52,97.73690607776359,1,1,29,11,1,0,1,7,5
10,91,0,0,6,1,11,1,2.059881841884732,371,176682.3141763052,30,84.358694559354,1,9,9,25,0,0,2,0,4
10,18,0,0,0,0,18,4,7.092961271407681,385,580228.5321991417,99,17.825014395796334,2,3,15,13,0,0,1,8,2
19,6,1,1,4,0,13,5,0.21149823349416286,56,904034.9864545593,158,90.46052531128693,2,7,14,1,1,0,2,1,10
17,297,1,0,6,0,11,1,4.18932977983946,253,320181.1674284386,98,34.06668208217446,2,9,19,25,1,1,1,13,10
21,45,1,1,3,1,14,4,7.758650652027868,122,670253.9760443593,42,37.71119845344445,1,1,9,23,0,1,4,12,10
14,115,1,0,0,1,18,6,3.387329557744314,106,187903.58879841652,139,90.63914823621593,1,8,4,2,1,1,4,15,8
9,18,0,0,8,1,19,9,5.637371014453994,130,624795.3987187252,27,53.01155650353153,1,0,21,2,1,0,3,1,2
46,235,0,0,4,0,15,9,2.049792328259108,337,336450.35181751015,152,13.776292939851963,2,1,7,21,0,0,1,3,1
1,88,0,0,10,0,9,7,7.419953911261723,158,211208.25858795166,167,36.9056159341804,1,1,22,29,0,0,1,11,4
45,134,1,1,1,1,8,6,0.5227910326875962,376,313182.05070363515,72,72.20974462678808,2,10,26,5,0,0,3,15,8
13,235,0,1,7,0,20,7,8.525426448755004,231,178841.06850779935,18,17.41841880680167,2,5,8,4,1,0,3,9,7
4,149,1,1,10,1,1,8,1.9819638642166815,455,901916.1078378828,77,59.02311974063588,1,6,24,12,1,0,4,2,5
1,32,1,1,1,0,4,4,8.743980317083308,308,397186.88631712884,45,69.52741329444169,1,2,8,26,1,1,4,3,2
49,70,0,0,2,0,14,4,3.5252924130051735,91,245279.30497436735,115,34.385357554257936,1,10,19,26,0,1,5,5,5
40,167,0,1,9,1,2,10,7.226835744744866,393,448407.8410159329,87,69.38806887083223,2,8,15,29,1,0,1,4,4
32,233,0,1,0,0,16,9,3.1922529778618847,22,320536.1668064956,140,88.42073518293186,2,4,16,28,0,1,4,17,0
34,265,1,0,10,0,3,3,9.059116712346476,290,744419.253813326,177,47.21167442332409,1,4,30,3,0,1,4,2,4
28,168,1,0,1,1,8,8,1.2663712551837436,110,971219.9118854944,159,38.290932817978565,2,10,26,20,1,1,1,9,6
31,291,0,0,6,1,6,4,1.785197892725987,49,438033.65669764683,92,25.11584013582857,1,3,22,10,0,1,3,10,8
8,14,0,0,9,0,16,1,4.930301251588023,129,861033.3999722403,22,60.42054798633042,1,8,23,20,1,0,1,18,0
39,199,1,1,1,1,16,9,0.8193843903814613,73,565863.0735596195,172,87.9852048038716,1,7,9,18,0,1,0,13,2
26,122,0,1,5,0,7,7,1.9598018470176193,340,157235.66509423347,92,32.466126718519405,2,3,26,21,0,0,1,20,7
34,274,1,0,2,1,13,6,9.437663822120143,53,690622.7420813416,77,39.62355245373035,2,3,26,21,0,0,0,10,5
3,84,1,0,3,0,13,7,9.764896611478871,467,513434.49712582014,25,40.66255175499839,1,1,30,21,1,1,1,20,4
50,97,0,0,10,0,5,2,3.7625932933042194,356,650606.5232521035,108,56.08123417775172,1,8,12,27,0,0,0,3,9
12,270,0,1,7,1,20,3,9.232860210139357,380,889687.4125716649,179,22.840896156743863,2,2,16,27,1,1,0,5,1
1,261,0,1,2,0,18,4,5.448246756734317,168,440434.5706560461,135,82.22111553077043,1,3,4,10,0,0,1,16,2
44,137,0,0,9,0,15,5,2.6974246587376705,45,901177.6232173556,109,29.56022775042213,2,6,5,1,0,0,5,18,1
5,280,1,0,5,1,18,0,7.023987210805986,452,750669.0142816548,134,70.5362690896682,1,9,8,6,0,1,4,12,0
30,268,1,1,0,1,2,3,6.589018065748572,393,488604.9258779848,24,51.3215741779552,2,7,1,11,1,1,2,9,6
30,175,1,0,6,0,10,10,9.891253191087333,105,603222.1356579637,19,58.589760335275685,1,7,28,2,1,0,4,10,2
17,5,0,0,7,1,13,9,2.650472874092833,150,325581.13251901144,83,17.96087388273029,2,3,6,7,1,1,0,5,6
48,68,1,1,10,1,18,4,6.720595026617354,146,983597.2997387742,115,73.50231981781705,1,6,15,20,1,0,1,1,6
47,288,0,0,7,0,15,6,0.5202375502944689,204,667351.163050396,9,18.86205190426311,2,9,4,21,1,1,1,0,7
23,125,0,1,2,0,12,4,1.136460386967194,362,43846.852496629894,112,11.347363762743912,2,0,21,21,0,0,1,10,0
15,111,0,0,9,1,15,0,0.03918374951093262,299,326621.90574800875,164,54.667949988878696,2,5,11,21,0,0,1,15,4
37,179,0,0,0,1,13,10,9.994606810596732,167,623314.4337590574,102,70.92971369176652,2,5,5,18,1,0,5,2,9
21,208,0,1,8,1,18,6,8.022736971474778,201,56333.2777992398,168,5.0035836434756735,1,5,18,21,1,0,2,4,8
14,169,0,1,5,0,15,7,7.867230147335408,134,23884.191319142767,152,6.939531494054208,2,1,24,19,1,0,3,14,10
2,124,1,0,10,0,11,6,5.097260752881797,211,450024.23952780257,48,80.2679162705919,2,7,15,4,1,1,0,14,6
11,48,0,1,8,0,19,10,3.0006708290543993,48,332690.17969267,69,80.9032699507332,1,4,18,13,0,0,2,3,0
39,160,1,0,6,0,3,3,1.5126428446267592,126,438298.6080331659,170,24.53047170590812,2,4,20,18,1,1,4,3,7
38,211,1,0,0,0,7,7,2.8467473884646366,239,262693.30988000514,119,61.522820280020355,1,1,28,20,1,1,3,7,2
34,112,0,1,0,0,14,4,3.759712219291391,7,164717.7469429809,45,44.318007514465954,2,3,13,29,1,0,3,6,3
38,255,0,0,5,0,14,9,7.5631009698029406,464,689143.3569803376,125,63.2696041403513,2,8,5,25,1,0,1,16,3
50,134,0,0,4,1,13,8,5.396617889031524,453,514571.1162678005,14,86.28792840992251,2,8,30,24,0,1,2,14,9
34,297,1,1,8,1,12,9,0.7748362655548269,272,200154.21124936684,157,7.98564245822565,2,5,1,13,0,0,4,4,7
18,24,0,1,1,0,9,4,0.1802900895891224,385,319589.4262599983,134,77.79844259884543,2,10,22,30,1,0,1,12,0
30,286,1,0,7,0,1,0,1.0233217953406315,371,591807.9076633259,135,49.30291045210393,2,8,18,27,0,1,1,3,7
15,289,0,1,10,0,19,8,4.104987136973794,37,72229.34827247784,37,56.412694376199646,1,3,14,28,0,1,5,16,8
27,5,0,1,4,1,11,4,9.331929170490183,487,147453.00926617955,53,65.39313600171202,1,10,5,19,1,1,0,16,8
34,123,1,1,1,0,19,5,6.374024812092216,211,73245.60410739011,18,92.26231491291074,2,0,6,17,1,1,3,13,4
38,39,1,1,9,1,18,3,8.018258998755151,165,812317.3327141189,38,5.671995355173786,2,1,27,1,0,1,4,13,3
33,202,0,0,10,1,12,5,4.663745945045486,125,752409.2332120093,129,2.947635212444766,1,0,24,6,0,1,3,16,3
24,249,1,0,10,1,1,7,3.616660831950428,337,753312.9318792571,44,17.826178148877347,1,7,25,19,0,0,2,7,8
15,63,1,0,5,1,19,2,1.0840037271662273,192,716325.3434760281,47,98.64477260267364,2,8,29,20,0,1,0,1,7
30,165,1,1,9,1,20,4,8.759330221862049,218,669385.4236698692,35,71.50763673777757,2,9,28,1,0,1,1,12,9
42,183,1,1,7,0,17,1,7.831600290279028,214,476991.915378175,60,61.46411190545019,2,5,16,8,1,0,0,15,9
17,210,1,1,3,0,5,1,1.6811809759772511,62,642278.163507115,90,4.7039053414747904,2,1,22,17,0,0,1,15,6
5,16,0,1,1,1,3,6,5.1226056387626056,328,38361.55478797465,52,87.91102238929648,2,5,21,21,0,0,0,5,2
29,280,0,1,10,0,2,9,4.873748079212449,445,621464.4226567845,8,81.27568532971596,2,8,12,22,0,0,1,3,3
4,185,1,1,4,1,3,9,6.2509155268652865,381,777877.7055368772,107,66.48000438670849,1,2,20,15,0,0,3,2,8
10,246,0,1,1,1,8,10,9.461868939912613,161,500358.36038439017,169,33.91308154847027,2,8,18,18,0,0,3,5,7
17,220,0,0,1,0,16,9,5.797714417624796,66,357513.32842723693,131,7.050495556825731,2,1,2,7,0,1,3,3,0
10,255,1,0,5,0,6,5,5.402172667786186,286,277426.73480097915,142,58.00384879009225,1,10,23,16,0,0,3,17,2
17,130,0,1,10,0,13,3,0.5032293293466394,239,642802.0501620824,96,71.96945714608376,1,4,21,7,0,0,0,5,9
20,221,1,1,9,0,16,4,0.6290747601802393,20,692801.1986299087,26,9.424035047724743,1,10,23,17,1,0,1,4,1
24,289,1,1,8,0,16,0,1.8734679132678889,188,870967.5998625426,111,63.376765979849594,1,1,13,4,1,0,3,8,1
5,189,0,0,3,1,3,6,0.3247077169174828,82,342334.08246099076,123,28.636606788715856,2,6,27,12,0,1,0,10,7
34,43,1,0,5,0,13,7,7.433528955700124,363,769772.3073855855,168,76.42442212198117,1,10,17,13,1,0,1,5,5
6,227,1,1,6,0,14,8,7.233303039939631,202,561355.8241893379,51,53.9615850601837,1,9,17,4,1,0,0,15,5
2,188,1,1,10,0,8,7,1.3605623443164294,408,882836.4906780791,123,12.90367878104367,2,8,16,21,1,1,5,18,3
13,182,1,0,5,1,12,4,8.360789007952809,132,527812.1082956208,5,52.6519447733236,1,6,21,1,1,1,3,10,0
43,298,1,0,7,0,8,2,1.5478603484611198,37,517629.8283979672,77,39.57368633667186,1,4,18,1,1,1,2,20,10
43,155,0,0,3,1,9,9,3.0117558699735882,132,577877.0814409091,160,18.03559682816519,2,3,8,7,1,0,0,14,6
48,130,0,0,0,0,1,10,2.48976899161365,77,749315.3551424344,1,84.15157240621231,2,3,30,9,0,1,3,8,7
11,238,1,1,6,0,6,8,3.7230709857304776,89,964690.4788284609,11,1.10284484991362,2,9,3,1,0,1,4,18,1
47,12,1,0,2,1,19,5,2.546637658899619,461,73563.35421576565,8,31.212827687810595,2,7,17,16,1,1,1,18,1
23,133,0,0,5,0,11,4,4.889509264384521,402,53434.602391017164,153,1.2595038169426753,2,9,29,18,0,0,5,8,0
